Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag
54,No,Non-Travel,Research & Development,11.0,5,Technical Degree,2,Female,4,2,Sales Representative,4,Married,8112,9,Yes,12,3,1,31,6,3,5,5,5,5,0
34,No,Travel_Rarely,Research & Development,1.0,5,Medical,4,Male,1,3,Research Scientist,4,Single,9687,7,No,24,3,2,11,0,1,2,1,2,2,0
30,Yes,Non-Travel,Research & Development,5.0,4,Life Sciences,2,Male,4,3,Research Scientist,3,Divorced,6688,5,Yes,17,3,3,7,3,1,0,0,0,0,1
28,No,Travel_Rarely,Sales,15.0,2,Medical,3,Male,3,5,Manufacturing Director,2,Married,19140,3,No,19,3,4,7,6,1,7,6,7,0,0
29,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,3,Male,3,2,Research Scientist,3,Married,3854,4,No,13,4,4,7,1,3,7,7,3,4,0
36,No,Travel_Rarely,Research & Development,1.0,3,Medical,4,Female,1,5,Research Scientist,3,Married,18340,1,No,25,3,3,13,3,4,10,3,5,3,0
40,No,Travel_Rarely,Sales,29.0,4,Medical,4,Male,2,1,Research Director,3,Single,3073,4,No,17,3,1,18,5,3,3,3,3,3,0
39,Yes,Non-Travel,Research & Development,19.0,2,Medical,4,Male,1,3,Sales Representative,2,Single,7154,2,No,13,3,4,15,3,2,1,0,0,1,1
44,No,Travel_Frequently,Research & Development,13.0,1,Life Sciences,4,Female,3,1,Sales Representative,3,Single,3366,2,No,22,3,1,22,1,2,4,4,2,2,0
37,No,Travel_Frequently,Sales,4.0,3,Life Sciences,3,Female,4,4,Sales Executive,4,Married,11977,6,No,16,3,1,13,2,4,5,5,5,0,0
50,No,Travel_Rarely,Research & Development,1.0,4,Medical,3,Female,4,3,Human Resources,3,Married,10015,2,No,13,3,3,29,5,4,5,5,1,2,0
34,No,Travel_Rarely,Research & Development,25.0,1,Other,1,Male,2,3,Manager,4,Married,8763,3,No,11,4,4,12,2,4,8,1,1,3,0
60,Yes,Non-Travel,Research & Development,6.0,2,Life Sciences,4,Male,2,4,Research Scientist,4,Married,13067,6,No,16,4,2,40,1,1,1,1,1,1,1
42,No,Travel_Rarely,Research & Development,17.0,2,Medical,4,Female,3,2,Human Resources,2,Single,5232,2,No,21,3,3,24,1,4,11,8,3,0,0
29,No,Travel_Frequently,Research & Development,3.0,2,Medical,2,Female,2,1,Human Resources,3,Divorced,2040,9,No,13,3,3,8,5,4,5,5,4,0,0
27,No,Travel_Rarely,Sales,3.0,2,Medical,2,Male,1,4,Manager,2,Single,11586,9,No,11,3,1,9,4,4,8,0,4,7,0
41,Yes,Non-Travel,Research & Development,29.0,5,Life Sciences,3,Male,3,2,Manager,4,Married,5927,1,Yes,15,3,2,21,4,3,19,0,0,3,1
34,No,Travel_Frequently,Research & Development,6.0,3,Medical,1,Male,4,2,Research Director,1,Divorced,4559,9,No,18,3,3,15,3,2,12,4,5,1,0
43,No,Non-Travel,Research & Development,1.0,3,Life Sciences,4,Female,4,3,Research Director,3,Single,9243,6,No,18,3,1,24,5,2,11,1,3,9,0
41,Yes,Travel_Rarely,Research & Development,2.0,2,Other,1,Male,4,3,Manager,2,Divorced,11155,4,No,18,3,4,18,5,4,12,0,4,2,1
36,Yes,Travel_Rarely,Research & Development,5.0,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2774,0,No,13,3,1,11,6,2,10,9,3,7,1
29,No,Travel_Rarely,Research & Development,1.0,1,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,4779,9,No,25,3,2,10,6,3,5,5,1,5,0
23,Yes,Travel_Frequently,Research & Development,5.0,1,Life Sciences,1,Female,2,1,Laboratory Technician,3,Married,3331,7,Yes,18,3,2,2,3,2,2,2,1,2,1
32,Yes,Travel_Frequently,Research & Development,4.0,3,Life Sciences,4,Female,1,2,Manufacturing Director,2,Single,4869,2,Yes,14,3,1,13,4,1,0,0,0,0,1
44,No,Travel_Rarely,Research & Development,13.0,2,Marketing,3,Male,3,4,Research Director,1,Married,13642,6,No,25,3,4,23,6,3,4,4,4,4,0
38,No,Travel_Rarely,Research & Development,3.0,4,Life Sciences,1,Female,2,5,Research Director,2,Married,16497,5,Yes,18,3,2,17,3,2,12,5,3,2,0
25,No,Travel_Rarely,Sales,29.0,2,Life Sciences,3,Female,4,3,Sales Executive,3,Single,9758,9,Yes,13,3,2,7,2,2,4,4,4,4,0
38,No,Travel_Frequently,Research & Development,1.0,5,Medical,3,Male,4,2,Sales Representative,3,Single,6433,5,Yes,13,3,4,19,2,3,12,6,2,9,0
40,No,Travel_Rarely,Research & Development,8.0,4,Life Sciences,2,Male,1,5,Laboratory Technician,4,Single,16695,7,No,11,3,3,18,6,2,9,6,4,7,0
28,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,3,Male,1,3,Sales Executive,3,Married,6613,3,No,18,4,2,4,0,2,1,0,1,1,0
38,No,Travel_Rarely,Sales,11.0,3,Marketing,1,Female,1,2,Research Director,3,Married,5403,3,Yes,18,3,1,19,4,4,17,2,1,4,0
37,No,Travel_Rarely,Research & Development,29.0,5,Marketing,2,Male,4,5,Manufacturing Director,1,Single,19087,2,No,19,3,4,18,2,1,1,1,1,1,0
26,No,Non-Travel,Sales,15.0,3,Technical Degree,4,Female,2,4,Research Scientist,1,Divorced,10037,0,No,16,3,2,7,6,3,6,6,6,2,0
40,No,Travel_Rarely,Sales,7.0,5,Technical Degree,4,Female,4,3,Sales Executive,4,Single,7558,9,No,22,3,3,17,0,4,10,1,6,7,0
42,No,Travel_Rarely,Sales,5.0,4,Medical,4,Male,4,3,Manager,4,Divorced,7926,2,No,12,3,2,20,1,2,12,9,5,0,0
46,No,Travel_Rarely,Research & Development,16.0,5,Life Sciences,4,Female,4,2,Manufacturing Director,4,Single,6401,0,No,11,3,3,24,6,3,10,6,0,3,0
46,No,Travel_Rarely,Research & Development,24.0,2,Marketing,4,Male,2,2,Research Scientist,2,Single,6174,5,No,18,3,2,25,5,3,3,3,3,3,0
24,Yes,Travel_Rarely,Sales,29.0,3,Technical Degree,1,Male,4,3,Research Scientist,2,Married,5370,7,Yes,20,3,2,2,2,1,2,0,1,2,1
28,No,Travel_Rarely,Human Resources,4.0,1,Marketing,3,Female,1,2,Research Scientist,4,Single,4580,2,Yes,14,3,1,7,0,1,5,1,5,5,0
41,No,Travel_Rarely,Sales,29.0,5,Medical,2,Female,1,2,Research Director,2,Single,5740,3,No,21,3,4,17,3,3,10,5,1,9,0
41,Yes,Travel_Rarely,Research & Development,1.0,3,Life Sciences,3,Male,1,4,Human Resources,4,Single,12086,4,Yes,24,3,4,23,6,1,17,1,3,6,1
41,Yes,Travel_Frequently,Research & Development,2.0,1,Technical Degree,3,Female,1,4,Human Resources,4,Single,13424,6,No,21,3,1,20,5,1,15,1,3,6,1
60,Yes,Travel_Frequently,Research & Development,1.0,3,Medical,1,Female,4,3,Healthcare Representative,4,Single,11303,5,No,17,3,4,40,0,2,9,4,5,5,1
42,No,Non-Travel,Sales,2.0,3,Other,1,Male,4,4,Laboratory Technician,4,Married,12665,1,No,24,3,4,22,2,1,11,6,3,8,0
47,No,Non-Travel,Research & Development,13.0,1,Life Sciences,1,Female,4,4,Healthcare Representative,3,Single,13036,6,No,20,3,4,22,3,1,12,3,7,7,0
45,No,Travel_Rarely,Research & Development,17.0,1,Life Sciences,2,Male,1,3,Laboratory Technician,4,Married,6406,7,No,25,3,2,25,6,4,8,5,0,7,0
42,Yes,Travel_Rarely,Sales,13.0,4,Life Sciences,1,Male,2,2,Human Resources,2,Divorced,5514,0,Yes,22,3,2,19,3,2,12,2,6,1,1
34,No,Travel_Frequently,Research & Development,8.0,5,Marketing,3,Male,3,2,Research Director,2,Married,6905,5,No,14,4,3,15,0,2,5,3,4,5,0
43,Yes,Travel_Rarely,Sales,6.0,5,Life Sciences,2,Female,3,2,Sales Representative,1,Married,5431,8,No,11,3,3,18,6,3,5,3,0,0,1
29,No,Travel_Rarely,Research & Development,11.0,3,Life Sciences,1,Female,3,2,Sales Executive,4,Married,4255,6,No,18,3,4,8,0,1,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,4.0,2,Other,1,Male,2,2,Sales Executive,1,Single,8433,4,No,20,3,4,15,2,4,10,0,0,7,0
32,No,Travel_Rarely,Research & Development,16.0,2,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,7242,9,No,24,4,4,7,3,4,2,2,2,2,0
37,No,Travel_Rarely,Sales,10.0,3,Marketing,3,Female,3,3,Human Resources,1,Married,8681,9,No,19,3,1,14,4,2,9,3,5,8,0
57,No,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1,Male,3,5,Human Resources,3,Single,20166,8,No,20,4,2,35,6,1,14,5,1,4,0
19,Yes,Travel_Rarely,Research & Development,6.0,1,Technical Degree,3,Female,4,2,Research Director,2,Married,2000,1,No,25,3,4,0,0,4,0,0,0,0,1
43,No,Travel_Frequently,Human Resources,19.0,3,Medical,2,Female,3,3,Healthcare Representative,1,Divorced,7574,6,No,19,3,4,19,4,3,12,9,1,6,0
22,No,Travel_Rarely,Research & Development,2.0,5,Technical Degree,1,Male,4,3,Sales Representative,3,Divorced,6676,8,No,19,3,2,3,6,1,2,2,1,2,0
32,Yes,Non-Travel,Research & Development,4.0,2,Technical Degree,4,Female,3,1,Human Resources,2,Single,3016,1,No,22,3,3,10,4,1,7,5,1,1,1
46,No,Travel_Rarely,Research & Development,13.0,2,Life Sciences,4,Male,4,5,Research Scientist,3,Married,17092,9,Yes,22,3,4,21,6,1,4,4,1,3,0
37,No,Travel_Rarely,Research & Development,6.0,2,Life Sciences,3,Female,1,3,Manufacturing Director,1,Single,5059,5,No,21,3,4,14,6,4,1,1,0,1,0
27,Yes,Travel_Rarely,Research & Development,19.0,4,Life Sciences,1,Female,2,2,Sales Executive,3,Married,5363,8,No,21,3,4,5,3,2,4,0,3,4,1
30,Yes,Travel_Rarely,Research & Development,3.0,5,Medical,1,Female,3,4,Human Resources,3,Single,12372,2,No,22,3,4,9,2,2,2,2,2,2,1
43,No,Travel_Rarely,Research & Development,4.0,4,Technical Degree,4,Male,4,2,Sales Representative,1,Married,8022,7,No,14,3,2,20,4,3,8,0,1,2,0
30,Yes,Travel_Rarely,Research & Development,19.0,1,Medical,2,Female,1,3,Manager,1,Divorced,6614,4,Yes,25,3,2,7,2,4,6,6,2,4,1
38,Yes,Travel_Frequently,Sales,5.0,3,Medical,2,Male,4,1,Healthcare Representative,2,Married,2655,6,Yes,19,3,2,15,0,1,15,3,4,6,1
37,Yes,Travel_Frequently,Research & Development,6.0,3,Life Sciences,3,Male,3,4,Sales Representative,2,Single,8744,2,Yes,21,3,3,12,3,3,5,5,1,3,1
30,No,Travel_Rarely,Research & Development,3.0,2,Marketing,4,Male,3,2,Research Scientist,4,Single,5107,7,No,14,4,4,12,1,3,7,7,1,7,0
56,No,Travel_Rarely,Research & Development,2.0,2,Other,3,Male,3,3,Healthcare Representative,2,Single,10721,1,No,12,3,3,33,3,2,13,8,2,5,0
42,Yes,Travel_Rarely,Research & Development,9.0,1,Life Sciences,3,Male,3,2,Sales Executive,1,Married,5685,7,No,20,3,3,24,1,1,4,4,0,4,1
18,Yes,Travel_Rarely,Research & Development,1.0,4,Medical,2,Female,3,3,Healthcare Representative,3,Divorced,9572,1,No,13,3,2,0,5,1,0,0,0,0,1
38,No,Travel_Rarely,Research & Development,19.0,5,Life Sciences,4,Female,1,4,Sales Representative,3,Single,11812,6,No,12,3,4,14,6,4,0,0,0,0,0
30,Yes,Non-Travel,Sales,13.0,1,Medical,3,Male,4,3,Sales Representative,2,Single,8136,1,Yes,24,4,4,12,0,4,5,2,0,2,1
44,Yes,Travel_Rarely,Research & Development,1.0,3,Medical,2,Female,4,3,Human Resources,2,Married,7124,6,Yes,11,3,3,22,2,4,6,2,0,6,1
29,Yes,Travel_Frequently,Sales,10.0,3,Life Sciences,2,Male,3,3,Research Scientist,1,Single,8224,0,Yes,21,3,1,11,0,3,8,7,5,5,1
35,No,Travel_Rarely,Human Resources,8.0,4,Medical,1,Female,4,4,Research Director,3,Married,9664,5,No,16,3,1,13,3,1,1,1,1,1,0
41,No,Travel_Frequently,Research & Development,1.0,1,Life Sciences,4,Female,1,3,Healthcare Representative,4,Married,9352,9,No,14,3,4,19,1,2,12,5,6,1,0
44,Yes,Travel_Rarely,Research & Development,2.0,5,Medical,4,Male,3,4,Sales Representative,4,Married,13389,6,Yes,17,3,4,19,5,3,17,8,5,9,1
25,No,Travel_Frequently,Research & Development,4.0,1,Medical,1,Female,2,4,Laboratory Technician,3,Divorced,12711,3,No,17,3,3,1,1,3,1,1,1,1,0
33,No,Travel_Frequently,Sales,10.0,1,Life Sciences,3,Male,1,2,Laboratory Technician,4,Married,4076,0,Yes,24,3,3,10,3,2,0,0,0,0,0
32,No,Travel_Rarely,Research & Development,9.0,4,Marketing,2,Male,3,2,Manufacturing Director,1,Married,5332,5,No,20,3,2,8,3,2,4,4,4,3,0
30,Yes,Travel_Rarely,Research & Development,6.0,5,Medical,2,Female,4,2,Healthcare Representative,4,Single,5656,3,No,11,3,3,6,6,4,1,0,0,1,1
52,Yes,Non-Travel,Research & Development,13.0,3,Life Sciences,2,Male,1,4,Research Scientist,2,Single,13850,2,No,22,3,3,29,6,2,18,6,1,7,1
40,No,Travel_Frequently,Sales,12.0,2,Life Sciences,1,Male,3,2,Manager,1,Married,4901,3,No,23,3,1,18,0,2,1,0,1,1,0
25,No,Travel_Rarely,Sales,8.0,5,Marketing,2,Male,4,3,Research Scientist,3,Single,4289,5,No,19,3,1,2,4,2,2,2,2,2,0
45,Yes,Travel_Rarely,Research & Development,13.0,3,Other,3,Female,4,4,Healthcare Representative,1,Married,13256,4,Yes,18,3,1,23,1,2,3,2,1,3,1
56,No,Travel_Rarely,Sales,3.0,4,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,6957,1,No,20,3,1,33,3,4,10,0,3,6,0
46,Yes,Travel_Rarely,Research & Development,19.0,5,Life Sciences,1,Male,1,3,Research Scientist,2,Married,7999,1,No,11,3,3,21,6,3,2,2,2,1,1
23,No,Travel_Rarely,Research & Development,8.0,5,Life Sciences,3,Female,3,2,Sales Representative,4,Divorced,5656,2,No,25,4,4,3,6,1,0,0,0,0,0
32,No,Travel_Rarely,Sales,15.0,3,Medical,4,Female,3,2,Research Scientist,4,Married,5566,5,No,23,3,1,14,0,1,9,1,3,3,0
48,No,Travel_Rarely,Research & Development,7.0,3,Life Sciences,4,Male,3,4,Healthcare Representative,3,Married,11336,0,No,18,3,2,24,4,3,1,1,1,1,0
30,Yes,Travel_Frequently,Research & Development,2.0,1,Life Sciences,2,Male,3,1,Sales Representative,3,Married,2000,6,No,15,3,2,8,6,1,6,4,1,6,1
40,Yes,Travel_Frequently,Research & Development,7.0,1,Medical,2,Male,3,2,Sales Executive,2,Divorced,4825,7,Yes,11,3,3,21,2,1,14,6,2,9,1
43,No,Travel_Rarely,Sales,4.0,5,Medical,4,Male,4,4,Research Scientist,3,Married,15471,6,No,25,3,2,20,3,3,18,9,0,5,0
28,No,Travel_Frequently,Sales,10.0,2,Life Sciences,3,Male,3,2,Manufacturing Director,2,Married,5767,2,No,14,3,1,5,4,1,1,1,1,0,0
36,No,Travel_Rarely,Research & Development,5.0,4,Medical,1,Female,1,5,Healthcare Representative,3,Married,17426,5,Yes,17,3,4,15,2,1,7,1,5,0,0
18,No,Travel_Rarely,Sales,16.0,3,Medical,2,Female,2,5,Human Resources,2,Married,15782,3,No,24,4,4,0,6,3,0,0,0,0,0
27,Yes,Non-Travel,Research & Development,10.0,1,Life Sciences,2,Female,3,2,Human Resources,3,Single,4843,4,No,22,4,1,8,5,1,3,3,3,3,1
34,No,Travel_Rarely,Research & Development,10.0,4,Life Sciences,4,Male,1,1,Manufacturing Director,2,Single,4620,2,Yes,15,3,2,9,6,2,3,2,3,3,0
25,No,Travel_Rarely,Research & Development,2.0,5,Technical Degree,4,Female,2,3,Human Resources,1,Married,6491,4,No,21,3,3,1,2,3,0,0,0,0,0
51,No,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1,Male,1,3,Manufacturing Director,1,Married,10172,5,No,13,3,4,31,6,4,10,6,3,5,0
23,No,Travel_Rarely,Research & Development,16.0,3,Medical,2,Female,4,2,Sales Executive,2,Married,4481,7,Yes,22,3,1,5,0,1,2,1,2,1,0
32,No,Travel_Frequently,Sales,14.0,1,Technical Degree,3,Female,4,3,Laboratory Technician,1,Married,10288,5,No,21,4,1,12,1,4,6,1,1,2,0
38,No,Non-Travel,Research & Development,3.0,2,Life Sciences,3,Male,2,1,Sales Representative,3,Married,4990,8,No,14,4,2,20,3,1,16,8,3,7,0
50,No,Travel_Frequently,Research & Development,6.0,3,Life Sciences,4,Female,2,4,Manufacturing Director,4,Single,14734,9,No,12,4,3,28,4,2,6,0,3,3,0
23,No,Travel_Frequently,Research & Development,1.0,2,Medical,1,Male,2,2,Research Director,1,Divorced,3798,9,No,18,4,3,0,5,3,0,0,0,0,0
47,No,Travel_Frequently,Research & Development,6.0,4,Technical Degree,4,Female,4,2,Research Director,4,Divorced,7929,9,No,22,3,2,27,5,4,10,9,3,2,0
36,No,Travel_Frequently,Sales,1.0,3,Other,1,Male,4,2,Research Director,1,Divorced,5324,9,No,12,3,1,15,2,3,1,1,1,1,0
27,No,Travel_Rarely,Research & Development,7.0,3,Marketing,3,Male,1,5,Manager,4,Single,16852,3,No,24,4,2,9,5,4,5,4,2,5,0
41,Yes,Non-Travel,Research & Development,9.0,2,Life Sciences,1,Female,4,3,Human Resources,1,Single,10642,1,No,23,3,2,21,1,1,8,2,0,0,1
38,Yes,Travel_Rarely,Sales,4.0,1,Medical,3,Male,2,4,Manufacturing Director,1,Married,10868,8,Yes,21,3,2,14,2,2,5,5,1,2,1
31,No,Non-Travel,Research & Development,6.0,5,Medical,1,Female,3,2,Healthcare Representative,2,Single,5543,2,No,16,4,1,10,3,4,2,2,2,1,0
37,No,Travel_Rarely,Research & Development,18.0,4,Medical,4,Male,3,2,Manufacturing Director,4,Married,6065,6,No,24,3,4,13,6,4,0,0,0,0,0
33,Yes,Travel_Frequently,Research & Development,1.0,3,Life Sciences,3,Female,2,2,Healthcare Representative,4,Single,6244,3,Yes,17,3,1,14,3,2,11,6,6,1,1
37,No,Travel_Frequently,Research & Development,14.0,1,Life Sciences,2,Female,4,3,Sales Executive,3,Single,7579,0,No,17,3,4,14,5,2,11,8,5,9,0
42,No,Non-Travel,Human Resources,1.0,3,Marketing,2,Male,2,3,Healthcare Representative,3,Married,11103,7,No,23,3,4,20,0,2,3,1,0,3,0
51,No,Travel_Frequently,Sales,1.0,4,Medical,3,Male,4,3,Research Director,4,Married,7526,3,Yes,11,3,2,26,3,2,19,2,5,2,0
25,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,2,Male,3,2,Human Resources,2,Divorced,6330,5,No,18,3,3,1,3,2,1,1,1,1,1
56,No,Travel_Rarely,Sales,13.0,3,Life Sciences,3,Male,1,5,Sales Representative,4,Married,20178,6,No,19,3,2,34,3,3,9,7,1,9,0
19,Yes,Travel_Rarely,Research & Development,4.0,2,Technical Degree,4,Male,4,2,Sales Representative,4,Single,6781,7,No,24,3,1,0,1,1,0,0,0,0,1
35,Yes,Travel_Rarely,Research & Development,18.0,1,Marketing,4,Female,1,5,Manager,1,Divorced,15374,9,No,24,4,3,16,4,1,6,6,6,6,1
42,No,Travel_Rarely,Research & Development,6.0,5,Life Sciences,1,Female,3,1,Sales Executive,4,Single,2897,1,No,17,3,3,18,4,4,9,4,1,4,0
39,No,Travel_Rarely,Research & Development,1.0,3,Life Sciences,2,Female,1,3,Human Resources,1,Single,9990,8,No,23,4,1,15,5,2,15,3,0,9,0
31,No,Travel_Rarely,Research & Development,11.0,5,Life Sciences,2,Female,1,2,Healthcare Representative,4,Married,3127,9,No,18,3,1,11,3,3,6,6,5,6,0
35,Yes,Non-Travel,Research & Development,1.0,2,Technical Degree,2,Female,2,2,Manager,1,Married,3532,2,Yes,14,3,2,12,4,3,6,6,1,1,1
32,No,Non-Travel,Sales,14.0,3,Medical,3,Female,1,3,Laboratory Technician,2,Divorced,7454,0,No,22,3,1,13,5,4,11,2,2,2,0
31,Yes,Travel_Rarely,Research & Development,1.0,5,Medical,4,Male,3,2,Healthcare Representative,4,Single,5530,1,Yes,18,3,4,10,3,2,1,1,0,1,1
44,No,Travel_Rarely,Research & Development,3.0,3,Medical,2,Female,4,2,Manager,3,Single,8090,7,No,13,3,4,21,4,1,8,0,1,8,0
40,No,Travel_Rarely,Research & Development,12.0,3,Life Sciences,1,Female,1,3,Sales Executive,1,Married,8537,9,No,23,3,3,22,4,2,17,2,6,0,0
30,Yes,Travel_Rarely,Research & Development,27.0,5,Marketing,2,Male,4,3,Sales Representative,2,Married,7070,5,No,11,3,2,10,5,3,0,0,0,0,1
45,No,Travel_Rarely,Research & Development,4.0,3,Medical,1,Male,2,4,Manufacturing Director,3,Divorced,13133,0,No,23,3,2,22,6,2,10,4,3,3,0
39,Yes,Travel_Rarely,Research & Development,15.0,2,Life Sciences,2,Male,3,2,Healthcare Representative,2,Married,6743,8,Yes,23,3,3,21,2,1,0,0,0,0,1
44,No,Travel_Rarely,Sales,1.0,5,Life Sciences,2,Male,3,3,Research Scientist,1,Single,9529,6,Yes,18,3,1,25,5,1,16,0,7,1,0
42,Yes,Travel_Rarely,Research & Development,14.0,5,Medical,4,Female,4,3,Healthcare Representative,4,Married,8226,9,Yes,25,3,2,18,1,4,3,0,1,3,1
29,Yes,Travel_Rarely,Research & Development,9.0,2,Other,1,Male,3,2,Manufacturing Director,2,Single,2713,2,No,21,3,3,7,2,3,3,2,1,0,1
31,No,Travel_Rarely,Research & Development,1.0,2,Life Sciences,2,Male,2,3,Manager,4,Divorced,6538,6,No,22,4,3,8,2,2,8,8,5,8,0
43,Yes,Travel_Rarely,Research & Development,3.0,2,Technical Degree,1,Female,4,2,Sales Executive,4,Single,7804,5,Yes,16,3,4,20,4,2,12,8,6,5,1
42,Yes,Travel_Frequently,Research & Development,1.0,3,Marketing,1,Male,3,2,Research Scientist,2,Married,6644,2,No,19,3,3,24,0,4,15,0,5,7,1
36,Yes,Travel_Rarely,Sales,4.0,3,Life Sciences,4,Male,2,2,Laboratory Technician,2,Single,4992,7,No,13,3,1,11,0,4,0,0,0,0,1
37,No,Travel_Rarely,Research & Development,2.0,4,Life Sciences,4,Male,2,2,Sales Representative,2,Single,7361,0,No,18,3,1,19,6,4,2,2,0,2,0
48,No,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1,Female,1,3,Human Resources,4,Married,7723,4,No,19,3,1,26,1,3,18,1,1,8,0
31,No,Travel_Rarely,Research & Development,29.0,2,Medical,4,Female,3,3,Sales Executive,3,Divorced,7769,7,No,19,3,1,13,3,2,7,3,0,6,0
41,Yes,Travel_Rarely,Research & Development,1.0,4,Life Sciences,2,Male,4,5,Sales Representative,1,Single,18005,2,Yes,22,3,3,23,4,4,17,6,3,3,1
35,No,Travel_Rarely,Research & Development,7.0,2,Life Sciences,2,Female,1,3,Research Scientist,3,Divorced,7430,9,No,24,4,2,12,1,3,5,5,0,5,0
34,No,Travel_Rarely,Sales,7.0,1,Medical,4,Male,4,1,Healthcare Representative,4,Single,3580,5,No,24,4,3,12,2,2,10,4,4,5,0
46,No,Travel_Rarely,Research & Development,22.0,5,Medical,1,Female,1,4,Manager,2,Married,12694,9,No,17,4,2,24,4,1,19,6,6,1,0
44,No,Travel_Frequently,Sales,6.0,1,Life Sciences,2,Female,2,4,Research Director,4,Married,10920,1,No,22,3,2,20,2,4,5,5,2,1,0
44,No,Travel_Rarely,Research & Development,7.0,2,Life Sciences,3,Female,1,2,Manufacturing Director,1,Married,6397,8,Yes,21,4,2,21,1,3,4,1,4,4,0
48,Yes,Travel_Rarely,Sales,5.0,3,Medical,1,Male,1,3,Sales Executive,1,Divorced,7325,1,No,20,3,4,24,0,2,11,8,2,0,1
37,No,Travel_Rarely,Research & Development,2.0,5,Medical,1,Female,1,5,Research Scientist,3,Single,17638,4,No,13,3,1,18,1,2,8,4,7,4,0
43,No,Travel_Rarely,Sales,1.0,3,Marketing,3,Female,3,3,Research Director,3,Single,10088,2,No,13,3,4,18,5,4,8,1,0,8,0
34,No,Travel_Frequently,Research & Development,4.0,3,Life Sciences,3,Male,1,5,Sales Representative,1,Married,16382,9,No,12,3,3,9,4,4,0,0,0,0,0
39,No,Travel_Rarely,Sales,1.0,5,Marketing,1,Female,2,1,Manager,4,Married,2694,8,No,11,3,4,20,4,2,18,9,7,2,0
35,Yes,Travel_Rarely,Research & Development,7.0,5,Medical,3,Male,4,2,Healthcare Representative,3,Single,5147,8,No,23,3,2,10,6,3,0,0,0,0,1
37,No,Travel_Rarely,Research & Development,3.0,1,Medical,4,Female,3,2,Healthcare Representative,2,Single,4461,6,No,12,3,3,12,3,1,5,1,0,2,0
42,No,Travel_Rarely,Research & Development,6.0,2,Medical,4,Male,2,3,Laboratory Technician,2,Married,9233,9,No,15,3,1,19,0,2,15,9,0,2,0
29,No,Travel_Rarely,Sales,1.0,3,Medical,1,Female,3,4,Manager,4,Single,11702,4,No,11,3,2,11,4,3,11,9,3,0,0
55,Yes,Travel_Rarely,Research & Development,24.0,2,Life Sciences,4,Male,4,5,Human Resources,1,Married,20851,8,Yes,20,3,1,35,0,4,2,2,2,2,1
27,Yes,Travel_Frequently,Sales,20.0,2,Medical,2,Male,4,2,Research Director,3,Married,6535,6,Yes,14,3,4,8,4,2,0,0,0,0,1
25,No,Travel_Rarely,Research & Development,1.0,4,Medical,4,Male,4,1,Laboratory Technician,2,Single,2796,1,Yes,21,4,1,6,0,4,5,1,0,5,0
47,No,Travel_Rarely,Research & Development,3.0,1,Medical,4,Male,3,4,Manager,3,Married,13778,9,No,20,3,3,24,6,1,15,6,2,5,0
44,No,Travel_Rarely,Research & Development,8.0,3,Life Sciences,3,Male,3,3,Research Scientist,3,Divorced,8128,0,No,20,3,2,20,5,4,11,5,7,7,0
42,Yes,Travel_Frequently,Human Resources,1.0,5,Technical Degree,4,Male,4,2,Manager,4,Married,6060,9,No,11,3,1,19,6,1,1,1,1,1,1
42,No,Non-Travel,Sales,3.0,5,Medical,1,Male,4,3,Human Resources,2,Married,8326,9,No,22,4,4,22,1,4,7,3,1,5,0
36,No,Travel_Frequently,Sales,2.0,2,Life Sciences,4,Male,2,3,Manager,4,Married,9199,3,Yes,20,3,3,16,0,4,11,5,2,1,0
28,No,Travel_Frequently,Research & Development,22.0,1,Medical,4,Male,4,4,Research Director,4,Single,12959,9,Yes,18,3,2,3,2,1,0,0,0,0,0
37,No,Non-Travel,Research & Development,17.0,1,Marketing,1,Female,1,3,Manager,4,Married,9158,7,Yes,22,4,4,15,5,4,15,9,2,3,0
30,No,Travel_Rarely,Sales,7.0,3,Marketing,1,Male,3,2,Manager,3,Single,6006,5,No,15,3,2,5,1,3,3,3,3,3,0
45,No,Travel_Frequently,Research & Development,6.0,3,Medical,3,Female,2,5,Sales Representative,4,Married,18867,1,Yes,20,3,1,22,4,4,15,5,2,3,0
35,Yes,Non-Travel,Sales,24.0,2,Technical Degree,2,Female,3,3,Manufacturing Director,3,Married,8941,4,Yes,14,3,4,16,4,2,9,0,1,6,1
